-1,1000000
0,1000000
1,1000000
2,1000000
3,1000000
4,1000000
5,1000000
6,1000000
7,1000000
8,1000000
9,1000000
10,1000000
11,1000000
12,1000000
13,1000000
14,1000000
15,1000000
16,1000000
17,1000000
18,1000000
19,1000000
20,1000000
21,1000000
22,1000000
23,1000000
24,1000000
25,1000000
26,1000000
27,1000000
28,1000000
29,1000000
30,1000000
31,1000000
32,1000000
33,1000000
34,1000000
35,1000000
36,1000000
37,1000000
38,1000000
39,1000000
40,1000000
41,1000000
42,1000000
43,1000000
44,1000000
45,1000000
46,1000000
47,1000000
48,1000000
49,1000000
50,1000000
51,1000000
52,1000000
53,1000000
54,1000000
55,1000000
56,1000000
57,1000000
58,1000000
59,1000000
60,1000000
61,1000000
62,1000000
63,1000000
64,1000000
65,1000000
66,1000000
67,1000000
68,1000000
69,1000000
70,1000000
71,1000000
72,1000000
73,1000000
74,1000000
75,1000000
76,1000000
77,1000000
78,1000000
79,1000000
80,1000000
81,1000000
82,1000000
83,1000000
84,1000000
85,1000000
86,1000000
87,1000000
88,1000000
89,1000000
90,1000000
91,1000000
92,1000000
93,1000000
94,1000000
95,1000000
96,1000000
97,1000000
98,1000000
99,1000000
100,1000000
101,1000000
102,1000000
103,1000000
104,1000000
105,1000000
106,1000000
107,1000000
108,1000000
109,1000000
110,1000000
111,1000000
112,1000000
113,1000000
114,1000000
115,1000000
116,1000000
117,1000000
118,1000000
119,1000000
120,1000000
121,1000000
122,1000000
123,1000000
124,1000000
125,1000000
126,1000000
127,1000000
128,1000000
129,1000000
130,1000000
131,1000000
132,1000000
133,1000000
134,1000000
135,1000000
136,1000000
137,1000000
138,1000000
139,1000000
140,1000000
141,1000000
142,1000000
143,1000000
144,1000000
145,1000000
146,1000000
147,1000000
148,1000000
149,1000000
150,1000000
151,1000000
152,1000000
153,1000000
154,1000000
155,1000000
156,1000000
157,1000000
158,1000000
159,1000000
160,1000000
161,1000000
162,1000000
163,1000000
164,1000000
165,1000000
166,1000000
167,1000000
168,1000000
169,1000000
170,1000000
171,1000000
172,1000000
173,1000000
174,1000000
175,1000000
176,1000000
177,1000000
178,1000000
179,1000000
180,1000000
181,1000000
182,1000000
183,1000000
184,1000000
185,1000000
186,1000000
187,1000000
188,1000000
189,1000000
190,1000000
191,1000000
192,1000000
193,1000000
194,1000000
195,1000000
196,1000000
197,1000000
198,1000000
199,1000000
200,1000000
201,1000000
202,1000000
203,1000000
204,1000000
205,1000000
206,1000000
207,1000000
208,1000000
209,1000000
210,1000000
211,1000000
212,1000000
213,1000000
214,1000000
215,1000000
216,1000000
217,1000000
218,1000000
219,1000000
220,1000000
221,1000000
222,1000000
223,1000000
224,1000000
225,1000000
226,1000000
227,1000000
228,1000000
229,1000000
230,1000000
231,1000000
232,1000000
233,1000000
234,1000000
235,1000000
236,1000000
237,1000000
238,1000000
239,1000000
240,1000000
241,1000000
242,1000000
243,1000000
244,1000000
245,1000000
246,1000000
247,1000000
248,1000000
249,1000000
250,1000000
251,1000000
252,1000000
253,1000000
254,1000000
255,1000000
256,1000000
257,1000000
258,1000000
259,1000000
260,1000000
261,1000000
262,1000000
263,1000000
264,1000000
265,1000000
266,1000000
267,1000000
268,1000000
269,1000000
270,1000000
271,1000000
272,1000000
273,1000000
274,1000000
275,1000000
276,1000000
277,1000000
278,1000000
279,1000000
280,1000000
281,1000000
282,1000000
283,1000000
284,1000000
285,1000000
286,1000000
287,1000000
288,1000000
289,1000000
290,1000000
291,1000000
292,1000000
293,1000000
294,1000000
295,1000000
296,1000000
297,1000000
298,1000000
299,1000000
300,1000000
301,1000000
302,1000000
303,1000000
304,1000000
305,1000000
306,1000000
307,1000000
308,1000000
309,1000000
310,1000000
311,1000000
312,1000000
313,1000000
314,1000000
315,1000000
316,1000000
317,1000000
318,1000000
319,1000000
320,1000000
321,1000000
322,1000000
323,1000000
324,1000000
325,1000000
326,1000000
327,1000000
328,1000000
329,1000000
330,1000000
331,1000000
332,1000000
333,1000000
334,1000000
335,1000000
336,1000000
337,1000000
338,1000000
339,1000000
340,1000000
341,1000000
342,1000000
343,1000000
344,1000000
345,1000000
346,1000000
347,1000000
348,1000000
349,1000000
350,1000000
351,1000000
352,1000000
353,1000000
354,1000000
355,1000000
356,1000000
357,1000000
358,1000000
359,1000000
360,1000000
361,1000000
362,1000000
363,1000000
364,1000000
365,1000000
366,1000000
367,1000000
368,1000000
369,1000000
370,1000000
371,1000000
372,1000000
373,1000000
374,1000000
375,1000000
376,1000000
377,1000000
378,1000000
379,1000000
380,1000000
381,1000000
382,1000000
383,1000000
384,1000000
385,1000000
386,1000000
387,1000000
388,1000000
389,1000000
390,1000000
391,1000000
392,1000000
393,1000000
394,1000000
395,1000000
396,1000000
397,1000000
398,1000000
399,1000000
400,1000000
401,1000000
402,1000000
403,1000000
404,1000000
405,1000000
406,1000000
407,1000000
408,1000000
409,1000000
410,1000000
411,1000000
412,1000000
413,1000000
414,1000000
415,1000000
416,1000000
417,1000000
418,1000000
419,1000000
420,1000000
421,1000000
422,1000000
423,1000000
424,1000000
425,1000000
426,1000000
427,1000000
428,1000000
429,1000000
430,1000000
431,1000000
432,1000000
433,1000000
434,1000000
435,1000000
436,1000000
437,1000000
438,1000000
439,1000000
440,1000000
441,1000000
442,1000000
443,1000000
444,1000000
445,1000000
446,1000000
447,1000000
448,1000000
449,1000000
450,1000000
451,1000000
452,1000000
453,1000000
454,1000000
455,1000000
456,1000000
457,1000000
458,1000000
459,1000000
460,1000000
461,1000000
462,1000000
463,1000000
464,1000000
465,1000000
466,1000000
467,1000000
468,1000000
469,1000000
470,1000000
471,1000000
472,1000000
473,1000000
474,1000000
475,1000000
476,1000000
477,1000000
478,1000000
479,1000000
480,1000000
481,1000000
482,1000000
483,1000000
484,1000000
485,1000000
486,1000000
487,1000000
488,1000000
489,1000000
490,1000000
491,1000000
492,1000000
493,1000000
494,1000000
495,1000000
496,1000000
497,1000000
498,1000000
499,1000000
500,1000000
501,1000000
502,1000000
503,1000000
504,1000000
505,1000000
506,1000000
507,1000000
508,1000000
509,1000000
510,1000000
511,1000000
512,1000000
513,1000000
514,1000000
515,1000000
516,1000000
517,1000000
518,1000000
519,1000000
520,1000000
521,1000000
522,1000000
523,1000000
524,1000000
525,1000000
526,1000000
527,1000000
528,1000000
529,1000000
530,1000000
531,1000000
532,1000000
533,1000000
534,1000000
535,1000000
536,1000000
537,1000000
538,1000000
539,1000000
540,1000000
541,1000000
542,1000000
543,1000000
544,1000000
545,1000000
